TaskID,WorkflowStepIndex,MappedRequestID,RequiredModelType
task_Server1_train_0_25,2,req_580753,GPT-4v
task_Server1_train_0_25,3,req_307593,GPT-4v
task_Server1_train_0_25,4,req_506219,GPT-4v
task_Server1_train_0_26,0,req_1089219,ChatGPT
task_Server1_train_0_26,1,req_682069,ChatGPT
task_Server1_train_0_26,2,req_1103067,GPT-4
task_Server1_train_0_26,3,req_155886,GPT-4v
task_Server1_train_0_26,4,req_1087378,GPT-4v
task_Server1_train_0_27,0,req_656694,ChatGPT
task_Server1_train_0_27,1,req_1394168,ChatGPT
task_Server1_train_0_27,2,req_1265020,ChatGPT
task_Server1_train_0_27,3,req_519974,ChatGPT
task_Server1_train_0_27,4,req_473275,GPT-4v
task_Server1_train_0_28,0,req_17458,GPT-4
task_Server1_train_0_28,1,req_1339818,GPT-4v
task_Server1_train_0_28,2,req_959615,GPT-4v
task_Server1_train_0_28,3,req_790310,ChatGPT
task_Server1_train_0_28,4,req_1289824,ChatGPT
task_Server1_train_0_29,0,req_1150196,GPT-4
task_Server1_train_0_29,1,req_1058770,GPT-4
task_Server1_train_0_29,2,req_1197624,GPT-4
task_Server1_train_0_29,3,req_1412509,ChatGPT
task_Server1_train_0_29,4,req_457052,GPT-4v
task_Server1_train_0_30,0,req_801247,ChatGPT
task_Server1_train_0_30,1,req_1125817,ChatGPT
task_Server1_train_0_30,2,req_669051,ChatGPT
task_Server1_train_0_30,3,req_1424473,GPT-4v
task_Server1_train_0_30,4,req_143344,GPT-4v
task_Server1_train_0_31,0,req_747774,GPT-4
task_Server1_train_0_31,1,req_1252893,ChatGPT
task_Server1_train_0_31,2,req_944960,GPT-4v
task_Server1_train_0_31,3,req_950056,ChatGPT
task_Server1_train_0_31,4,req_788224,ChatGPT
task_Server1_train_0_32,0,req_1210870,GPT-4
task_Server1_train_0_32,1,req_630561,ChatGPT
task_Server1_train_0_32,2,req_971267,ChatGPT
task_Server1_train_0_32,3,req_1191932,ChatGPT
task_Server1_train_0_32,4,req_962590,GPT-4v
task_Server1_train_0_33,0,req_306770,ChatGPT
task_Server1_train_0_33,1,req_962116,ChatGPT
task_Server1_train_0_33,2,req_976805,GPT-4v
task_Server1_train_0_33,3,req_22459,GPT-4v
task_Server1_train_0_33,4,req_366709,ChatGPT
task_Server1_train_0_34,0,req_111900,ChatGPT
task_Server1_train_0_34,1,req_1218049,GPT-4
task_Server1_train_0_34,2,req_1192082,ChatGPT
task_Server1_train_0_34,3,req_1174585,GPT-4
task_Server1_train_0_34,4,req_294193,ChatGPT
task_Server1_train_0_35,0,req_697044,GPT-4
task_Server1_train_0_35,1,req_1050734,GPT-4v
task_Server1_train_0_35,2,req_180606,GPT-4v
task_Server1_train_0_35,3,req_1039127,GPT-4v
task_Server1_train_0_35,4,req_534346,GPT-4v
task_Server1_train_0_36,0,req_373476,GPT-4
task_Server1_train_0_36,1,req_998597,ChatGPT
task_Server1_train_0_36,2,req_1203398,GPT-4
task_Server1_train_0_36,3,req_1017709,GPT-4
task_Server1_train_0_36,4,req_330854,ChatGPT
task_Server1_train_0_37,0,req_1092131,ChatGPT
task_Server1_train_0_37,1,req_1080681,GPT-4
task_Server1_train_0_37,2,req_408352,ChatGPT
task_Server1_train_0_37,3,req_1029616,ChatGPT
task_Server1_train_0_37,4,req_1039143,ChatGPT
task_Server1_train_0_38,0,req_1151190,ChatGPT
task_Server1_train_0_38,1,req_477657,ChatGPT
task_Server1_train_0_38,2,req_425220,GPT-4v
task_Server1_train_0_38,3,req_47892,GPT-4v
task_Server1_train_0_38,4,req_1425703,GPT-4v
task_Server1_train_0_39,0,req_268224,GPT-4
task_Server1_train_0_39,1,req_654671,ChatGPT
task_Server1_train_0_39,2,req_691220,GPT-4
task_Server1_train_0_39,3,req_100274,ChatGPT
task_Server1_train_0_39,4,req_1092367,ChatGPT
task_Server1_train_0_40,0,req_309666,ChatGPT
task_Server1_train_0_40,1,req_919698,ChatGPT
task_Server1_train_0_40,2,req_635924,ChatGPT
task_Server1_train_0_40,3,req_1376872,ChatGPT
task_Server1_train_0_40,4,req_676246,GPT-4v
task_Server1_train_0_41,0,req_927016,ChatGPT
task_Server1_train_0_41,1,req_398885,ChatGPT
task_Server1_train_0_41,2,req_738290,GPT-4
task_Server1_train_0_41,3,req_697718,ChatGPT
task_Server1_train_0_41,4,req_663384,ChatGPT
task_Server1_train_0_42,0,req_574948,ChatGPT
task_Server1_train_0_42,1,req_1240107,GPT-4
task_Server1_train_0_42,2,req_493763,ChatGPT
task_Server1_train_0_42,3,req_226468,ChatGPT
task_Server1_train_0_42,4,req_48887,GPT-4v
task_Server1_train_0_43,0,req_1083612,GPT-4
task_Server1_train_0_43,1,req_985195,ChatGPT
task_Server1_train_0_43,2,req_679993,GPT-4
task_Server1_train_0_43,3,req_726257,GPT-4v
task_Server1_train_0_43,4,req_944753,ChatGPT
task_Server1_train_0_44,0,req_747347,GPT-4
task_Server1_train_0_44,1,req_438064,ChatGPT
task_Server1_train_0_44,2,req_621766,GPT-4
task_Server1_train_0_44,3,req_566163,ChatGPT
task_Server1_train_0_44,4,req_1009564,GPT-4v
task_Server1_train_0_45,0,req_1119956,ChatGPT
task_Server1_train_0_45,1,req_790091,GPT-4
task_Server1_train_0_45,2,req_7141,GPT-4
task_Server1_train_0_45,3,req_1043081,GPT-4v
task_Server1_train_0_45,4,req_765616,ChatGPT
task_Server1_train_0_46,0,req_251046,ChatGPT
task_Server1_train_0_46,1,req_1331894,ChatGPT
task_Server1_train_0_46,2,req_926823,GPT-4v
task_Server1_train_0_46,3,req_461500,GPT-4v
task_Server1_train_0_46,4,req_543636,ChatGPT
task_Server1_train_0_47,0,req_1109675,ChatGPT
task_Server1_train_0_47,1,req_1262409,GPT-4v
task_Server1_train_0_47,2,req_1069045,ChatGPT
task_Server1_train_0_47,3,req_1337869,GPT-4v
task_Server1_train_0_47,4,req_592556,ChatGPT
task_Server1_train_0_48,0,req_66316,ChatGPT
task_Server1_train_0_48,1,req_1295767,ChatGPT
task_Server1_train_0_48,2,req_303679,ChatGPT
task_Server1_train_0_48,3,req_517617,GPT-4v
task_Server1_train_0_48,4,req_1140349,ChatGPT
task_Server1_train_0_49,0,req_1298480,ChatGPT
task_Server1_train_0_49,1,req_1415508,ChatGPT
task_Server1_train_0_49,2,req_560928,GPT-4
task_Server1_train_0_49,3,req_401197,ChatGPT
task_Server1_train_0_49,4,req_955831,ChatGPT
task_Server1_train_0_50,0,req_102131,ChatGPT
task_Server1_train_0_50,1,req_370373,ChatGPT
task_Server1_train_0_50,2,req_1207556,ChatGPT
task_Server1_train_0_50,3,req_1140546,ChatGPT
task_Server1_train_0_50,4,req_718901,GPT-4v
task_Server1_train_0_51,0,req_1409671,ChatGPT
task_Server1_train_0_51,1,req_775271,GPT-4v
task_Server1_train_0_51,2,req_455039,ChatGPT
task_Server1_train_0_51,3,req_123651,ChatGPT
task_Server1_train_0_51,4,req_38970,ChatGPT
task_Server1_train_0_52,0,req_482741,GPT-4
task_Server1_train_0_52,1,req_1063163,GPT-4
task_Server1_train_0_52,2,req_1279166,GPT-4
task_Server1_train_0_52,3,req_1002794,ChatGPT
task_Server1_train_0_52,4,req_168166,GPT-4v
task_Server1_train_0_53,0,req_1096063,GPT-4
task_Server1_train_0_53,1,req_1112284,ChatGPT
task_Server1_train_0_53,2,req_147265,GPT-4v
task_Server1_train_0_53,3,req_811256,GPT-4v
task_Server1_train_0_53,4,req_1087925,GPT-4v
task_Server1_train_0_54,0,req_746618,GPT-4
task_Server1_train_0_54,1,req_616993,GPT-4
task_Server1_train_0_54,2,req_1172907,GPT-4
task_Server1_train_0_54,3,req_428787,ChatGPT
task_Server1_train_0_54,4,req_1071165,ChatGPT
task_Server1_train_0_55,0,req_930711,ChatGPT
task_Server1_train_0_55,1,req_778476,ChatGPT
task_Server1_train_0_55,2,req_973250,ChatGPT
task_Server1_train_0_55,3,req_847127,GPT-4v
task_Server1_train_0_55,4,req_1346799,GPT-4v
task_Server1_train_0_56,0,req_234931,ChatGPT
task_Server1_train_0_56,1,req_509887,GPT-4
task_Server1_train_0_56,2,req_1146492,ChatGPT
task_Server1_train_0_56,3,req_239019,GPT-4v
task_Server1_train_0_56,4,req_356341,GPT-4v
task_Server1_train_0_57,0,req_582672,ChatGPT
task_Server1_train_0_57,1,req_816445,ChatGPT
task_Server1_train_0_57,2,req_1246684,ChatGPT
task_Server1_train_0_57,3,req_802868,ChatGPT
task_Server1_train_0_57,4,req_46073,GPT-4v
task_Server1_train_0_58,0,req_601246,ChatGPT
task_Server1_train_0_58,1,req_259866,ChatGPT
task_Server1_train_0_58,2,req_93143,GPT-4v
task_Server1_train_0_58,3,req_1250924,ChatGPT
task_Server1_train_0_58,4,req_592510,ChatGPT
task_Server1_train_0_59,0,req_1019680,ChatGPT
task_Server1_train_0_59,1,req_626571,GPT-4
task_Server1_train_0_59,2,req_1302306,GPT-4
task_Server1_train_0_59,3,req_19078,GPT-4
task_Server1_train_0_59,4,req_1233549,ChatGPT
task_Server1_train_0_60,0,req_1316585,ChatGPT
task_Server1_train_0_60,1,req_820892,ChatGPT
task_Server1_train_0_60,2,req_957563,ChatGPT
task_Server1_train_0_60,3,req_1231159,GPT-4v
task_Server1_train_0_60,4,req_962961,ChatGPT
task_Server1_train_0_61,0,req_373488,GPT-4
task_Server1_train_0_61,1,req_825807,GPT-4v
task_Server1_train_0_61,2,req_650216,ChatGPT
task_Server1_train_0_61,3,req_414826,ChatGPT
task_Server1_train_0_61,4,req_410255,ChatGPT
task_Server1_train_0_62,0,req_1288030,GPT-4
task_Server1_train_0_62,1,req_716249,GPT-4
task_Server1_train_0_62,2,req_1206099,ChatGPT
task_Server1_train_0_62,3,req_201740,ChatGPT
task_Server1_train_0_62,4,req_184105,GPT-4v
task_Server1_train_0_63,0,req_262130,ChatGPT
task_Server1_train_0_63,1,req_1150530,GPT-4
task_Server1_train_0_63,2,req_950843,GPT-4v
task_Server1_train_0_63,3,req_1099508,GPT-4v
task_Server1_train_0_63,4,req_1163209,GPT-4v
task_Server1_train_0_64,0,req_622864,GPT-4
task_Server1_train_0_64,1,req_904894,GPT-4v
task_Server1_train_0_64,2,req_580243,GPT-4v
task_Server1_train_0_64,3,req_64786,GPT-4v
task_Server1_train_0_64,4,req_325792,GPT-4v
task_Server1_train_0_65,0,req_841591,GPT-4
task_Server1_train_0_65,1,req_1297758,ChatGPT
task_Server1_train_0_65,2,req_666911,ChatGPT
task_Server1_train_0_65,3,req_1063974,GPT-4
task_Server1_train_0_65,4,req_956630,GPT-4v
task_Server1_train_0_66,0,req_905719,ChatGPT
task_Server1_train_0_66,1,req_1323388,GPT-4
task_Server1_train_0_66,2,req_325434,ChatGPT
task_Server1_train_0_66,3,req_475565,ChatGPT
task_Server1_train_0_66,4,req_787733,ChatGPT
task_Server1_train_0_67,0,req_504582,ChatGPT
task_Server1_train_0_67,1,req_845604,GPT-4
task_Server1_train_0_67,2,req_631532,ChatGPT
task_Server1_train_0_67,3,req_759099,GPT-4v
task_Server1_train_0_67,4,req_175207,GPT-4v
task_Server1_train_0_68,0,req_374427,GPT-4
task_Server1_train_0_68,1,req_536074,GPT-4
task_Server1_train_0_68,2,req_504800,ChatGPT
task_Server1_train_0_68,3,req_1230634,GPT-4v
task_Server1_train_0_68,4,req_99114,ChatGPT
task_Server1_train_0_69,0,req_1214693,GPT-4
task_Server1_train_0_69,1,req_868605,GPT-4
task_Server1_train_0_69,2,req_565102,GPT-4v
task_Server1_train_0_69,3,req_1238816,ChatGPT
task_Server1_train_0_69,4,req_638525,ChatGPT
task_Server1_train_0_70,0,req_547601,ChatGPT
task_Server1_train_0_70,1,req_216413,ChatGPT
task_Server1_train_0_70,2,req_83818,ChatGPT
task_Server1_train_0_70,3,req_434732,ChatGPT
task_Server1_train_0_70,4,req_955034,GPT-4v
task_Server1_train_0_71,0,req_1013798,ChatGPT
task_Server1_train_0_71,1,req_939607,ChatGPT
task_Server1_train_0_71,2,req_916548,GPT-4v
task_Server1_train_0_71,3,req_960509,GPT-4v
task_Server1_train_0_71,4,req_531168,ChatGPT
task_Server1_train_0_72,0,req_563065,GPT-4
task_Server1_train_0_72,1,req_165622,ChatGPT
task_Server1_train_0_72,2,req_788603,GPT-4v
task_Server1_train_0_72,3,req_792766,GPT-4v
task_Server1_train_0_72,4,req_300937,GPT-4v
task_Server1_train_0_73,0,req_889228,GPT-4
task_Server1_train_0_73,1,req_1317651,ChatGPT
task_Server1_train_0_73,2,req_342402,GPT-4v
task_Server1_train_0_73,3,req_1183458,ChatGPT
task_Server1_train_0_73,4,req_799774,ChatGPT
task_Server1_train_0_74,0,req_514413,GPT-4
task_Server1_train_0_74,1,req_448024,ChatGPT
task_Server1_train_0_74,2,req_1129129,ChatGPT
task_Server1_train_0_74,3,req_1057487,ChatGPT
task_Server1_train_0_74,4,req_428558,GPT-4v
task_Server1_train_0_75,0,req_682436,ChatGPT
task_Server1_train_0_75,1,req_1305744,GPT-4
task_Server1_train_0_75,2,req_324722,ChatGPT
task_Server1_train_0_75,3,req_1170316,GPT-4
task_Server1_train_0_75,4,req_75938,GPT-4v
task_Server1_train_0_76,0,req_1071366,ChatGPT
task_Server1_train_0_76,1,req_371258,GPT-4
task_Server1_train_0_76,2,req_579814,ChatGPT
task_Server1_train_0_76,3,req_989973,GPT-4v
task_Server1_train_0_76,4,req_916483,GPT-4v
task_Server1_train_0_77,0,req_714820,GPT-4
task_Server1_train_0_77,1,req_697250,GPT-4
task_Server1_train_0_77,2,req_914809,ChatGPT
task_Server1_train_0_77,3,req_683845,GPT-4
task_Server1_train_0_77,4,req_1252418,ChatGPT
task_Server1_train_0_78,0,req_1215291,GPT-4
task_Server1_train_0_78,1,req_1220317,GPT-4
task_Server1_train_0_78,2,req_557291,ChatGPT
task_Server1_train_0_78,3,req_736680,GPT-4v
task_Server1_train_0_78,4,req_499563,GPT-4v
task_Server1_train_0_79,0,req_1046269,GPT-4
task_Server1_train_0_79,1,req_1320392,GPT-4
task_Server1_train_0_79,2,req_862081,GPT-4
task_Server1_train_0_79,3,req_321659,GPT-4
task_Server1_train_0_79,4,req_414691,ChatGPT
task_Server1_train_0_80,0,req_259474,ChatGPT
task_Server1_train_0_80,1,req_529685,GPT-4
task_Server1_train_0_80,2,req_385283,GPT-4
task_Server1_train_0_80,3,req_1149456,GPT-4
task_Server1_train_0_80,4,req_13537,ChatGPT
task_Server1_train_0_81,0,req_1287602,GPT-4
task_Server1_train_0_81,1,req_177595,GPT-4v
task_Server1_train_0_81,2,req_810442,GPT-4v
task_Server1_train_0_81,3,req_41027,ChatGPT
task_Server1_train_0_81,4,req_1096153,ChatGPT
task_Server1_train_0_82,0,req_446701,GPT-4
task_Server1_train_0_82,1,req_724553,ChatGPT
task_Server1_train_0_82,2,req_1249112,GPT-4v
task_Server1_train_0_82,3,req_712169,GPT-4v
task_Server1_train_0_82,4,req_1176049,ChatGPT
task_Server1_train_0_83,0,req_871744,GPT-4
task_Server1_train_0_83,1,req_145055,ChatGPT
task_Server1_train_0_83,2,req_840325,GPT-4
task_Server1_train_0_83,3,req_517268,ChatGPT
task_Server1_train_0_83,4,req_1120661,ChatGPT
task_Server1_train_0_84,0,req_1218027,GPT-4
task_Server1_train_0_84,1,req_1205543,ChatGPT
task_Server1_train_0_84,2,req_1142325,ChatGPT
task_Server1_train_0_84,3,req_1395238,GPT-4v
task_Server1_train_0_84,4,req_776440,GPT-4v
task_Server1_train_0_85,0,req_917390,ChatGPT
task_Server1_train_0_85,1,req_564417,GPT-4
task_Server1_train_0_85,2,req_928781,GPT-4v
task_Server1_train_0_85,3,req_816370,ChatGPT
task_Server1_train_0_85,4,req_374890,ChatGPT
task_Server1_train_0_86,0,req_73653,ChatGPT
task_Server1_train_0_86,1,req_1319712,GPT-4
task_Server1_train_0_86,2,req_913296,ChatGPT
task_Server1_train_0_86,3,req_165058,GPT-4v
task_Server1_train_0_86,4,req_759957,ChatGPT
task_Server1_train_0_87,0,req_1095449,GPT-4
task_Server1_train_0_87,1,req_101512,ChatGPT
task_Server1_train_0_87,2,req_230943,GPT-4v
task_Server1_train_0_87,3,req_196149,ChatGPT
task_Server1_train_0_87,4,req_94423,GPT-4v
task_Server1_train_0_88,0,req_475568,ChatGPT
task_Server1_train_0_88,1,req_947760,ChatGPT
task_Server1_train_0_88,2,req_685973,GPT-4
task_Server1_train_0_88,3,req_408391,ChatGPT
task_Server1_train_0_88,4,req_1427256,ChatGPT
task_Server1_train_0_89,0,req_1272716,ChatGPT
task_Server1_train_0_89,1,req_355430,GPT-4
task_Server1_train_0_89,2,req_1043858,ChatGPT
task_Server1_train_0_89,3,req_272927,ChatGPT
task_Server1_train_0_89,4,req_565394,GPT-4v
task_Server1_train_0_90,0,req_1144367,GPT-4
task_Server1_train_0_90,1,req_768702,ChatGPT
task_Server1_train_0_90,2,req_1053856,ChatGPT
task_Server1_train_0_90,3,req_914125,ChatGPT
task_Server1_train_0_90,4,req_366052,GPT-4v
task_Server1_train_0_91,0,req_865433,GPT-4
task_Server1_train_0_91,1,req_1125944,ChatGPT
task_Server1_train_0_91,2,req_977925,ChatGPT
task_Server1_train_0_91,3,req_814894,ChatGPT
task_Server1_train_0_91,4,req_1078395,ChatGPT
task_Server1_train_0_92,0,req_66935,ChatGPT
task_Server1_train_0_92,1,req_884094,ChatGPT
task_Server1_train_0_92,2,req_1057061,GPT-4
task_Server1_train_0_92,3,req_1266828,ChatGPT
task_Server1_train_0_92,4,req_200761,GPT-4v
task_Server1_train_0_93,0,req_138717,ChatGPT
task_Server1_train_0_93,1,req_456355,ChatGPT
task_Server1_train_0_93,2,req_404698,GPT-4v
task_Server1_train_0_93,3,req_1271218,ChatGPT
task_Server1_train_0_93,4,req_114293,ChatGPT
task_Server1_train_0_94,0,req_653662,ChatGPT
task_Server1_train_0_94,1,req_1339487,ChatGPT
task_Server1_train_0_94,2,req_838181,GPT-4
task_Server1_train_0_94,3,req_1377079,GPT-4v
task_Server1_train_0_94,4,req_207365,ChatGPT
task_Server1_train_0_95,0,req_740008,GPT-4
task_Server1_train_0_95,1,req_316163,ChatGPT
task_Server1_train_0_95,2,req_506317,GPT-4
task_Server1_train_0_95,3,req_248107,ChatGPT
task_Server1_train_0_95,4,req_375655,ChatGPT
task_Server1_train_0_96,0,req_1190334,ChatGPT
task_Server1_train_0_96,1,req_319565,ChatGPT
task_Server1_train_0_96,2,req_527323,GPT-4
task_Server1_train_0_96,3,req_659124,GPT-4v
task_Server1_train_0_96,4,req_529877,ChatGPT
task_Server1_train_0_97,0,req_1179216,ChatGPT
task_Server1_train_0_97,1,req_1155134,ChatGPT
task_Server1_train_0_97,2,req_154877,ChatGPT
task_Server1_train_0_97,3,req_753869,ChatGPT
task_Server1_train_0_97,4,req_466598,ChatGPT
task_Server1_train_0_98,0,req_1148269,GPT-4
task_Server1_train_0_98,1,req_1018699,ChatGPT
task_Server1_train_0_98,2,req_186516,GPT-4v
task_Server1_train_0_98,3,req_914608,ChatGPT
task_Server1_train_0_98,4,req_898621,GPT-4v
task_Server1_train_0_99,0,req_959758,ChatGPT
task_Server1_train_0_99,1,req_1118441,ChatGPT
task_Server1_train_0_99,2,req_363243,GPT-4
task_Server1_train_0_99,3,req_1138397,ChatGPT
task_Server1_train_0_99,4,req_243819,GPT-4v
task_Server1_train_0_100,0,req_839677,GPT-4
task_Server1_train_0_100,1,req_755380,ChatGPT
task_Server1_train_0_100,2,req_1250663,ChatGPT
task_Server1_train_0_100,3,req_1421590,ChatGPT
task_Server1_train_0_100,4,req_473286,GPT-4v
task_Server1_train_0_101,0,req_873461,GPT-4
task_Server1_train_0_101,1,req_467945,ChatGPT
task_Server1_train_0_101,2,req_905337,ChatGPT
task_Server1_train_0_101,3,req_477512,GPT-4
task_Server1_train_0_101,4,req_421841,GPT-4v
task_Server1_train_0_102,0,req_870898,GPT-4
task_Server1_train_0_102,1,req_51455,GPT-4v
task_Server1_train_0_102,2,req_554624,GPT-4v
task_Server1_train_0_102,3,req_184805,ChatGPT
task_Server1_train_0_102,4,req_1390917,ChatGPT
task_Server1_train_0_103,0,req_305159,ChatGPT
task_Server1_train_0_103,1,req_761143,ChatGPT
task_Server1_train_0_103,2,req_426226,ChatGPT
task_Server1_train_0_103,3,req_793108,GPT-4v
task_Server1_train_0_103,4,req_1308008,ChatGPT
task_Server1_train_0_104,0,req_1285261,ChatGPT
task_Server1_train_0_104,1,req_1327647,ChatGPT
task_Server1_train_0_104,2,req_385592,GPT-4
task_Server1_train_0_104,3,req_875165,GPT-4v
task_Server1_train_0_104,4,req_146538,ChatGPT
task_Server1_train_0_105,0,req_696227,GPT-4
task_Server1_train_0_105,1,req_280424,GPT-4
task_Server1_train_0_105,2,req_131814,GPT-4v
task_Server1_train_0_105,3,req_927901,GPT-4v
task_Server1_train_0_105,4,req_338454,ChatGPT
task_Server1_train_0_106,0,req_1229842,GPT-4
task_Server1_train_0_106,1,req_534306,ChatGPT
task_Server1_train_0_106,2,req_824406,ChatGPT
task_Server1_train_0_106,3,req_237448,ChatGPT
task_Server1_train_0_106,4,req_645919,ChatGPT
task_Server1_train_0_107,0,req_1381951,ChatGPT
task_Server1_train_0_107,1,req_521363,ChatGPT
task_Server1_train_0_107,2,req_1003504,ChatGPT
task_Server1_train_0_107,3,req_1231551,GPT-4v
task_Server1_train_0_107,4,req_145764,GPT-4v
task_Server1_train_0_108,0,req_1190100,ChatGPT
task_Server1_train_0_108,1,req_319551,GPT-4
task_Server1_train_0_108,2,req_1199232,ChatGPT
task_Server1_train_0_108,3,req_1365369,ChatGPT
task_Server1_train_0_108,4,req_192288,GPT-4v
task_Server1_train_0_109,0,req_817504,ChatGPT
task_Server1_train_0_109,1,req_435295,ChatGPT
task_Server1_train_0_109,2,req_1036702,GPT-4v
task_Server1_train_0_109,3,req_550662,ChatGPT
task_Server1_train_0_109,4,req_1092719,GPT-4v
task_Server1_train_0_110,0,req_5781,ChatGPT
task_Server1_train_0_110,1,req_444555,ChatGPT
task_Server1_train_0_110,2,req_1058020,ChatGPT
task_Server1_train_0_110,3,req_1328697,GPT-4v
task_Server1_train_0_110,4,req_709216,GPT-4v
task_Server1_train_0_111,0,req_1147504,GPT-4
task_Server1_train_0_111,1,req_1012165,ChatGPT
task_Server1_train_0_111,2,req_912770,ChatGPT
task_Server1_train_0_111,3,req_211897,ChatGPT
task_Server1_train_0_111,4,req_341107,ChatGPT
task_Server1_train_0_112,0,req_884236,ChatGPT
task_Server1_train_0_112,1,req_796268,GPT-4
task_Server1_train_0_112,2,req_294083,GPT-4v
task_Server1_train_0_112,3,req_1077252,GPT-4v
task_Server1_train_0_112,4,req_1379318,ChatGPT
task_Server1_train_0_113,0,req_873398,GPT-4
task_Server1_train_0_113,1,req_582922,GPT-4v
task_Server1_train_0_113,2,req_974542,GPT-4v
task_Server1_train_0_113,3,req_515274,ChatGPT
task_Server1_train_0_113,4,req_1176340,ChatGPT
task_Server1_train_0_114,0,req_130196,ChatGPT
task_Server1_train_0_114,1,req_619179,GPT-4
task_Server1_train_0_114,2,req_1335489,ChatGPT
task_Server1_train_0_114,3,req_846998,GPT-4v
task_Server1_train_0_114,4,req_1252563,GPT-4v
task_Server1_train_0_115,0,req_355579,ChatGPT
task_Server1_train_0_115,1,req_448902,GPT-4v
task_Server1_train_0_115,2,req_1222970,GPT-4v
task_Server1_train_0_115,3,req_287029,GPT-4v
task_Server1_train_0_115,4,req_909480,GPT-4v
task_Server1_train_0_116,0,req_206996,ChatGPT
task_Server1_train_0_116,1,req_283058,GPT-4
task_Server1_train_0_116,2,req_753112,ChatGPT
task_Server1_train_0_116,3,req_1120847,ChatGPT
task_Server1_train_0_116,4,req_193635,GPT-4v
task_Server1_train_0_117,0,req_913517,ChatGPT
task_Server1_train_0_117,1,req_975103,ChatGPT
task_Server1_train_0_117,2,req_754533,ChatGPT
task_Server1_train_0_117,3,req_1199964,GPT-4
task_Server1_train_0_117,4,req_330068,ChatGPT
task_Server1_train_0_118,0,req_866507,GPT-4
task_Server1_train_0_118,1,req_980454,ChatGPT
task_Server1_train_0_118,2,req_983720,GPT-4v
task_Server1_train_0_118,3,req_1425633,GPT-4v
task_Server1_train_0_118,4,req_1018169,GPT-4v
task_Server1_train_0_119,0,req_1347642,GPT-4
task_Server1_train_0_119,1,req_34682,ChatGPT
task_Server1_train_0_119,2,req_1191196,GPT-4v
task_Server1_train_0_119,3,req_44096,ChatGPT
task_Server1_train_0_119,4,req_680941,GPT-4v
task_Server1_train_0_120,0,req_188399,ChatGPT
task_Server1_train_0_120,1,req_1215331,GPT-4
task_Server1_train_0_120,2,req_121807,ChatGPT
task_Server1_train_0_120,3,req_988542,GPT-4v
task_Server1_train_0_120,4,req_1036319,GPT-4v
task_Server1_train_0_121,0,req_1223618,GPT-4
task_Server1_train_0_121,1,req_430273,GPT-4v
task_Server1_train_0_121,2,req_392025,ChatGPT
task_Server1_train_0_121,3,req_311023,GPT-4v
task_Server1_train_0_121,4,req_469086,GPT-4v
task_Server1_train_0_122,0,req_1148251,GPT-4
task_Server1_train_0_122,1,req_421295,ChatGPT
task_Server1_train_0_122,2,req_238485,GPT-4v
task_Server1_train_0_122,3,req_1190797,ChatGPT
task_Server1_train_0_122,4,req_1184358,GPT-4v
task_Server1_train_0_123,0,req_608942,ChatGPT
task_Server1_train_0_123,1,req_381190,GPT-4
task_Server1_train_0_123,2,req_943515,ChatGPT
task_Server1_train_0_123,3,req_13028,GPT-4
task_Server1_train_0_123,4,req_1002261,GPT-4v
task_Server1_train_0_124,0,req_8488,GPT-4
task_Server1_train_0_124,1,req_894288,GPT-4v
task_Server1_train_0_124,2,req_633021,GPT-4v
task_Server1_train_0_124,3,req_81712,GPT-4v
task_Server1_train_0_124,4,req_771924,ChatGPT
task_Server1_train_0_125,0,req_857458,GPT-4
task_Server1_train_0_125,1,req_766457,GPT-4
task_Server1_train_0_125,2,req_559632,GPT-4
task_Server1_train_0_125,3,req_711307,GPT-4
task_Server1_train_0_125,4,req_566761,ChatGPT
task_Server1_train_0_126,0,req_1124835,ChatGPT
task_Server1_train_0_126,1,req_1403110,ChatGPT
task_Server1_train_0_126,2,req_872071,GPT-4
task_Server1_train_0_126,3,req_278046,GPT-4v
task_Server1_train_0_126,4,req_1008158,ChatGPT
task_Server1_train_0_127,0,req_758337,ChatGPT
task_Server1_train_0_127,1,req_1107364,GPT-4v
task_Server1_train_0_127,2,req_1281410,ChatGPT
task_Server1_train_0_127,3,req_1262452,ChatGPT
task_Server1_train_0_127,4,req_949885,ChatGPT
task_Server1_train_0_128,0,req_1111849,ChatGPT
task_Server1_train_0_128,1,req_865625,GPT-4
task_Server1_train_0_128,2,req_244126,ChatGPT
task_Server1_train_0_128,3,req_774918,GPT-4v
task_Server1_train_0_128,4,req_207906,ChatGPT
task_Server1_train_0_129,0,req_1427844,ChatGPT
task_Server1_train_0_129,1,req_52303,ChatGPT
task_Server1_train_0_129,2,req_822836,GPT-4v
task_Server1_train_0_129,3,req_668163,ChatGPT
task_Server1_train_0_129,4,req_1008975,ChatGPT
task_Server1_train_0_130,0,req_427102,GPT-4
task_Server1_train_0_130,1,req_996595,ChatGPT
task_Server1_train_0_130,2,req_1045076,ChatGPT
task_Server1_train_0_130,3,req_1129518,GPT-4
task_Server1_train_0_130,4,req_698335,ChatGPT
task_Server1_train_0_131,0,req_659800,ChatGPT
task_Server1_train_0_131,1,req_62087,ChatGPT
task_Server1_train_0_131,2,req_1372312,ChatGPT
task_Server1_train_0_131,3,req_670348,GPT-4v
task_Server1_train_0_131,4,req_434015,ChatGPT
task_Server1_train_0_132,0,req_887752,GPT-4
task_Server1_train_0_132,1,req_295990,GPT-4
