TaskID,Split,TaskLongitude,TaskLatitude,TaskSize,RequiredModelTypes
task_Server3_test_3_65,test,12.230374821316168,48.468538364148145,58,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_66,test,13.378324867419005,53.56962970068194,355,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_67,test,11.309867740833038,47.72934331991373,29,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_68,test,12.375101799335601,52.223158469786824,152,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_69,test,11.329171046679596,47.6229335929052,112,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_70,test,10.708941044450233,50.75792069185336,111,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_71,test,7.495500433274385,52.14982978783913,561,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_72,test,8.47858054015241,52.0367737273513,410,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_73,test,13.4035681378806,52.604923726260544,144,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_74,test,11.699962738520611,48.21077601950935,202,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_75,test,12.508754426824417,50.737221700521296,423,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_76,test,13.853878382513896,53.63417493638281,154,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_77,test,10.841353599025004,48.042623182092946,316,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_78,test,7.845012401369242,48.082310503246845,202,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_79,test,10.839237768301485,52.34597007783632,325,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_80,test,12.047759786179949,48.949624248575326,495,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_81,test,12.092028899763973,49.09241470613901,511,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_82,test,12.416103534295003,52.226658535634186,403,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_83,test,7.660684655097097,53.600344233037774,188,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_84,test,6.269870490541025,50.84260293717182,158,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_85,test,14.132562380506105,52.44214203356625,431,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_86,test,7.469746825230014,52.948882005127984,452,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_87,test,7.578073668810471,50.348185473297264,236,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_88,test,12.242960433957506,53.99214618921309,247,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_89,test,10.256033960918188,47.68342621663218,64,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_90,test,6.1159000844513125,50.83413383962562,28,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_91,test,14.813885631900014,51.04487391529412,260,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_92,test,12.409032889732869,53.25083138387574,283,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_93,test,10.662831226075086,50.80808616898577,416,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_94,test,12.123223583820677,48.9554946842869,134,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_95,test,8.535525575474304,48.007783180579985,430,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_96,test,10.095593019578882,48.97993915150348,15,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_97,test,12.366561435153,53.1665284759626,72,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_98,test,9.604276586465568,52.2889943323017,350,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_99,test,9.031593890469967,50.01520042878266,332,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_100,test,7.5591657933780425,52.95023242873484,329,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_101,test,8.12375737021772,52.289800014733984,160,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_102,test,6.434945898395465,51.18358517318293,130,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_103,test,9.822427179785265,54.4168454282694,291,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_104,test,13.379298756034897,54.30916507680899,314,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_105,test,6.626015455840347,49.70521673866846,387,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_106,test,10.80584465592333,52.305686198411976,14,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_107,test,8.894574646863092,52.148578258792405,89,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_108,test,11.832292411322491,50.83080009493942,139,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_109,test,6.434613088746881,51.18655736679124,16,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_110,test,6.502580160861754,51.73929800678829,256,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_111,test,14.182095346097807,52.26543997754667,317,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_112,test,6.659495050093478,49.7138198557724,284,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_113,test,9.556551014428758,53.2058055393939,126,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_114,test,13.327982517457142,53.46421261161799,270,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_115,test,7.551400767454824,51.46419699370028,126,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_116,test,13.001765537471496,50.82502875410893,399,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_117,test,11.733040026215109,48.297713672914114,504,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_118,test,6.6150399826679145,50.231656116979856,71,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_119,test,7.506148751628317,53.05496837101922,274,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_120,test,13.101723193219147,52.45177797480087,471,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_121,test,8.177414543330723,49.915171423334876,70,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_122,test,10.878217706785742,48.53034842571281,414,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_123,test,8.541747387513537,49.736728965385495,226,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_124,test,8.579013780394225,49.83767355813136,139,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_125,test,11.420168493688324,53.414332127715426,348,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_126,test,6.970525002750194,49.20772224464272,372,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_127,test,13.2691605938291,48.76103573737894,301,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_128,test,14.26564261433174,52.43434484876507,387,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_129,test,12.337073932895708,53.18312576509951,244,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_130,test,8.553640208256839,50.546212163580215,317,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_131,test,13.36918568022564,54.32646609016617,502,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_132,test,8.916044670091381,48.61591780761033,312,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_133,test,9.52161328865613,53.10912497406656,119,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_134,test,13.368273369644053,54.418017581380845,486,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_135,test,10.954338911591767,48.47557719581363,218,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_136,test,11.019811359748159,49.53828047746783,251,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_137,test,9.251599789691115,54.663745699364476,567,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_138,test,14.079669797634761,52.43109288285115,373,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_139,test,6.669913411924418,50.22810363799304,370,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_140,test,9.560296160975167,50.74359387246638,319,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_141,test,10.268167081622266,49.037349299908755,167,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_142,test,12.38851359918858,50.72491429946678,48,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_143,test,12.137739736703258,48.9559094487781,374,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_144,test,8.447807819918143,51.98754914873928,348,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_145,test,6.126391439173573,50.78856469787807,2,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_146,test,9.719851353092917,49.703000470269814,192,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_147,test,8.68767936136909,49.44568669149127,334,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_148,test,9.97311105913229,53.56444754813368,57,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_149,test,10.649205451959453,53.82512127165475,346,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_150,test,7.6745447249833765,50.25758730073979,233,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_151,test,8.705637652626192,50.184821070349635,438,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_152,test,10.006088647180054,48.398098126134116,549,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_153,test,13.2022437021691,53.52795122862174,178,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_154,test,9.83539410760864,49.784772826811874,256,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_155,test,7.569840220735078,49.39381379911954,52,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_156,test,7.412859595515042,51.99971151584131,163,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_157,test,8.707904786268157,50.07562245670664,297,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_158,test,9.662812604302868,47.72562256766352,371,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_159,test,10.184649570718106,52.41288541457882,355,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_160,test,8.629898130615903,49.787236985059415,206,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_161,test,8.642558711831894,50.08254129133617,237,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_162,test,9.258966805886663,49.12562792751738,423,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_163,test,9.889687508276616,54.25027219120566,489,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_164,test,8.518331810477068,47.86164319902407,207,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_165,test,12.3281047660014,52.19177076599986,118,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_166,test,12.830368068611103,48.874126181873244,156,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_167,test,8.617030875212972,50.566907646462994,355,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_168,test,7.97619052377813,51.63721890101589,39,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_169,test,11.78319121375203,50.98265375368068,205,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_170,test,11.199233220238298,51.20376440694863,61,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_171,test,8.66690753758688,49.85322648897959,167,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_172,test,11.553366252594031,49.97576727949648,140,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_173,test,12.507495011070246,50.67465102406672,148,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_174,test,7.8983805697021054,47.944595026300824,103,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_175,test,9.60427356852294,53.07051115148778,419,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_test_3_176,test,11.465631029499143,48.80215700740059,255,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_177,test,9.100963659300792,47.786103145414735,419,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_178,test,9.330194984206255,49.23904852791106,112,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_test_3_179,test,8.952484347814988,48.51321690944555,397,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_180,test,8.923062322189178,52.24719139365337,248,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_181,test,8.757452288131747,52.20747467652196,362,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_182,test,8.086840685450033,50.07393653758664,133,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_183,test,7.638632906564915,50.33125215227628,307,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_184,test,7.90656696825779,51.502158540890115,222,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_185,test,8.771276008470005,51.506060133165754,311,"[""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_186,test,8.613766820328344,49.410414922989716,437,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_187,test,13.305359647986789,51.33008735995163,169,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_test_3_188,test,6.6528888100912935,49.759633479518676,59,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_test_3_189,test,10.10316072121757,49.96377379412489,454,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_190,test,8.918969302546591,48.63261948634603,104,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_191,test,7.799954549409564,53.76055602868631,429,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_192,test,9.216347967713345,49.17844987377684,24,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v""]"
task_Server3_test_3_193,test,7.129247048656873,51.566897576841676,324,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_194,test,11.547967140312421,48.790460021762996,476,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_195,test,12.154517202514956,49.58171067115693,183,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_196,test,10.753530255851732,48.024617537724225,197,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4""]"
task_Server3_test_3_197,test,7.768781344402259,47.654367456108446,63,"[""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_198,test,12.18859039997076,54.041913036144976,339,"[""GPT-4"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_test_3_199,test,8.503513748642328,49.54524890296455,534,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_0_0,train,12.11266839,47.78236848,508,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_0_1,train,12.11266839,47.78236848,2,"[""GPT-4"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_0_2,train,12.11266839,47.78236848,96,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_0_3,train,12.11266839,47.78236848,500,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_0_4,train,12.11266839,47.78236848,275,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_0_5,train,8.469278974,47.91101238,203,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_0_6,train,8.469278974,47.91101238,436,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_0_7,train,8.469278974,47.91101238,454,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_0_8,train,8.469278974,47.91101238,51,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_0_9,train,8.469278974,47.91101238,64,"[""GPT-4"", ""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_0_10,train,9.649392364,52.41136652,239,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_0_11,train,9.649392364,52.41136652,283,"[""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_0_12,train,9.649392364,52.41136652,28,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_0_13,train,9.649392364,52.41136652,78,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_0_14,train,9.649392364,52.41136652,45,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_0_15,train,7.663670618,53.71970244,9,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4"", ""ChatGPT""]"
task_Server3_train_0_16,train,7.663670618,53.71970244,357,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_0_17,train,7.663670618,53.71970244,244,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_0_18,train,7.663670618,53.71970244,376,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_0_19,train,7.663670618,53.71970244,220,"[""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_0_20,train,10.11333297,49.03687095,292,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT""]"
task_Server3_train_0_21,train,10.11333297,49.03687095,243,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_0_22,train,10.11333297,49.03687095,302,"[""GPT-4"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_0_23,train,10.11333297,49.03687095,65,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_0_24,train,10.11333297,49.03687095,369,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_0_25,train,7.784194772,53.69409461,415,"[""GPT-4"", ""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_0_26,train,7.784194772,53.69409461,268,"[""ChatGPT"", ""ChatGPT"", ""GPT-4"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_0_27,train,7.784194772,53.69409461,397,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_0_28,train,7.784194772,53.69409461,246,"[""GPT-4"", ""GPT-4v"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
task_Server3_train_0_29,train,7.784194772,53.69409461,169,"[""GPT-4"", ""GPT-4"", ""GPT-4"", ""ChatGPT"", ""GPT-4v""]"
task_Server3_train_0_30,train,10.78736926,47.98814288,319,"[""ChatGPT"", ""ChatGPT"", ""ChatGPT"", ""GPT-4v"", ""GPT-4v""]"
task_Server3_train_0_31,train,10.78736926,47.98814288,161,"[""GPT-4"", ""ChatGPT"", ""GPT-4v"", ""ChatGPT"", ""ChatGPT""]"
