TaskID,WorkflowStepIndex,MappedRequestID,RequiredModelType
task_Server3_train_0_333,3,req_432898,GPT-4v
task_Server3_train_0_333,4,req_202621,GPT-4v
task_Server3_train_0_334,0,req_33099,ChatGPT
task_Server3_train_0_334,1,req_657804,GPT-4v
task_Server3_train_0_334,2,req_905542,GPT-4v
task_Server3_train_0_334,3,req_964517,ChatGPT
task_Server3_train_0_334,4,req_703533,ChatGPT
task_Server3_train_0_335,0,req_1147751,GPT-4
task_Server3_train_0_335,1,req_1074010,GPT-4
task_Server3_train_0_335,2,req_129442,ChatGPT
task_Server3_train_0_335,3,req_206806,ChatGPT
task_Server3_train_0_335,4,req_498565,GPT-4v
task_Server3_train_0_336,0,req_626028,GPT-4
task_Server3_train_0_336,1,req_804842,ChatGPT
task_Server3_train_0_336,2,req_1096437,GPT-4
task_Server3_train_0_336,3,req_866072,GPT-4
task_Server3_train_0_336,4,req_128313,ChatGPT
task_Server3_train_0_337,0,req_1134761,ChatGPT
task_Server3_train_0_337,1,req_220404,ChatGPT
task_Server3_train_0_337,2,req_430590,ChatGPT
task_Server3_train_0_337,3,req_1297593,GPT-4v
task_Server3_train_0_337,4,req_582334,ChatGPT
task_Server3_train_0_338,0,req_730576,ChatGPT
task_Server3_train_0_338,1,req_375071,GPT-4
task_Server3_train_0_338,2,req_1212071,GPT-4
task_Server3_train_0_338,3,req_587282,GPT-4
task_Server3_train_0_338,4,req_417916,GPT-4v
task_Server3_train_0_339,0,req_1044823,ChatGPT
task_Server3_train_0_339,1,req_550555,ChatGPT
task_Server3_train_0_339,2,req_798377,GPT-4v
task_Server3_train_0_339,3,req_656347,GPT-4v
task_Server3_train_0_339,4,req_1296292,ChatGPT
task_Server3_train_0_340,0,req_352287,ChatGPT
task_Server3_train_0_340,1,req_309286,ChatGPT
task_Server3_train_0_340,2,req_208117,ChatGPT
task_Server3_train_0_340,3,req_488322,ChatGPT
task_Server3_train_0_340,4,req_1389357,ChatGPT
task_Server3_train_0_341,0,req_115767,ChatGPT
task_Server3_train_0_341,1,req_1137257,GPT-4
task_Server3_train_0_341,2,req_695805,GPT-4
task_Server3_train_0_341,3,req_530509,ChatGPT
task_Server3_train_0_341,4,req_549521,ChatGPT
task_Server3_train_0_342,0,req_1316305,GPT-4
task_Server3_train_0_342,1,req_682300,GPT-4
task_Server3_train_0_342,2,req_1261892,GPT-4
task_Server3_train_0_342,3,req_1136288,GPT-4
task_Server3_train_0_342,4,req_1381568,GPT-4v
task_Server3_train_0_343,0,req_1296569,ChatGPT
task_Server3_train_0_343,1,req_794782,ChatGPT
task_Server3_train_0_343,2,req_1062003,ChatGPT
task_Server3_train_0_343,3,req_422012,ChatGPT
task_Server3_train_0_343,4,req_659024,GPT-4v
task_Server3_train_0_344,0,req_684856,GPT-4
task_Server3_train_0_344,1,req_1292105,ChatGPT
task_Server3_train_0_344,2,req_1114107,ChatGPT
task_Server3_train_0_344,3,req_1251026,GPT-4v
task_Server3_train_0_344,4,req_85037,ChatGPT
task_Server3_train_0_345,0,req_1410895,ChatGPT
task_Server3_train_0_345,1,req_1246836,ChatGPT
task_Server3_train_0_345,2,req_245637,ChatGPT
task_Server3_train_0_345,3,req_1354799,GPT-4v
task_Server3_train_0_345,4,req_395040,GPT-4v
task_Server3_train_0_346,0,req_1320826,GPT-4
task_Server3_train_0_346,1,req_1029179,ChatGPT
task_Server3_train_0_346,2,req_936749,GPT-4v
task_Server3_train_0_346,3,req_941902,ChatGPT
task_Server3_train_0_346,4,req_161332,ChatGPT
task_Server3_train_0_347,0,req_586983,ChatGPT
task_Server3_train_0_347,1,req_992891,ChatGPT
task_Server3_train_0_347,2,req_1236271,GPT-4v
task_Server3_train_0_347,3,req_1182373,ChatGPT
task_Server3_train_0_347,4,req_143441,GPT-4v
task_Server3_train_0_348,0,req_880157,GPT-4
task_Server3_train_0_348,1,req_944171,ChatGPT
task_Server3_train_0_348,2,req_1192412,GPT-4v
task_Server3_train_0_348,3,req_421163,GPT-4v
task_Server3_train_0_348,4,req_1011605,GPT-4v
task_Server3_train_0_349,0,req_649165,ChatGPT
task_Server3_train_0_349,1,req_472175,ChatGPT
task_Server3_train_0_349,2,req_1353084,GPT-4v
task_Server3_train_0_349,3,req_611199,ChatGPT
task_Server3_train_0_349,4,req_479207,ChatGPT
task_Server3_train_0_350,0,req_1292051,GPT-4
task_Server3_train_0_350,1,req_66018,ChatGPT
task_Server3_train_0_350,2,req_474795,GPT-4
task_Server3_train_0_350,3,req_96359,GPT-4v
task_Server3_train_0_350,4,req_482423,GPT-4v
task_Server3_train_0_351,0,req_113122,ChatGPT
task_Server3_train_0_351,1,req_1304642,GPT-4
task_Server3_train_0_351,2,req_863555,GPT-4
task_Server3_train_0_351,3,req_1310908,ChatGPT
task_Server3_train_0_351,4,req_516481,ChatGPT
task_Server3_train_0_352,0,req_560123,GPT-4
task_Server3_train_0_352,1,req_80322,ChatGPT
task_Server3_train_0_352,2,req_1199054,GPT-4
task_Server3_train_0_352,3,req_113546,ChatGPT
task_Server3_train_0_352,4,req_137436,ChatGPT
task_Server3_train_0_353,0,req_1373855,ChatGPT
task_Server3_train_0_353,1,req_514383,ChatGPT
task_Server3_train_0_353,2,req_390067,ChatGPT
task_Server3_train_0_353,3,req_1260950,GPT-4v
task_Server3_train_0_353,4,req_187276,GPT-4v
task_Server3_train_0_354,0,req_408806,GPT-4
task_Server3_train_0_354,1,req_1109395,GPT-4v
task_Server3_train_0_354,2,req_1266906,ChatGPT
task_Server3_train_0_354,3,req_29667,GPT-4v
task_Server3_train_0_354,4,req_1224554,ChatGPT
task_Server3_train_0_355,0,req_563785,GPT-4
task_Server3_train_0_355,1,req_1096388,GPT-4
task_Server3_train_0_355,2,req_806630,ChatGPT
task_Server3_train_0_355,3,req_780679,ChatGPT
task_Server3_train_0_355,4,req_922318,GPT-4v
task_Server3_train_0_356,0,req_1313601,GPT-4
task_Server3_train_0_356,1,req_99004,GPT-4v
task_Server3_train_0_356,2,req_250496,GPT-4v
task_Server3_train_0_356,3,req_260084,GPT-4v
task_Server3_train_0_356,4,req_194451,GPT-4v
task_Server3_train_0_357,0,req_203096,ChatGPT
task_Server3_train_0_357,1,req_1281148,ChatGPT
task_Server3_train_0_357,2,req_1083127,GPT-4
task_Server3_train_0_357,3,req_1348286,GPT-4
task_Server3_train_0_357,4,req_263946,GPT-4v
task_Server3_train_0_358,0,req_640658,ChatGPT
task_Server3_train_0_358,1,req_1018126,GPT-4
task_Server3_train_0_358,2,req_501267,ChatGPT
task_Server3_train_0_358,3,req_1305437,GPT-4
task_Server3_train_0_358,4,req_1294437,ChatGPT
task_Server3_train_0_359,0,req_845108,GPT-4
task_Server3_train_0_359,1,req_410219,ChatGPT
task_Server3_train_0_359,2,req_697107,GPT-4
task_Server3_train_0_359,3,req_89589,GPT-4v
task_Server3_train_0_359,4,req_287830,GPT-4v
task_Server3_train_0_360,0,req_1096184,GPT-4
task_Server3_train_0_360,1,req_481171,GPT-4
task_Server3_train_0_360,2,req_854114,GPT-4v
task_Server3_train_0_360,3,req_487597,GPT-4v
task_Server3_train_0_360,4,req_1331982,ChatGPT
task_Server3_train_0_361,0,req_552960,ChatGPT
task_Server3_train_0_361,1,req_595149,ChatGPT
task_Server3_train_0_361,2,req_975365,ChatGPT
task_Server3_train_0_361,3,req_465704,GPT-4v
task_Server3_train_0_361,4,req_68976,GPT-4v
task_Server3_train_0_362,0,req_146948,ChatGPT
task_Server3_train_0_362,1,req_845981,GPT-4
task_Server3_train_0_362,2,req_22980,ChatGPT
task_Server3_train_0_362,3,req_1423827,GPT-4v
task_Server3_train_0_362,4,req_927947,GPT-4v
task_Server3_train_0_363,0,req_1332527,GPT-4
task_Server3_train_0_363,1,req_102754,ChatGPT
task_Server3_train_0_363,2,req_447640,GPT-4
task_Server3_train_0_363,3,req_1067142,GPT-4
task_Server3_train_0_363,4,req_1137698,ChatGPT
task_Server3_train_0_364,0,req_530361,GPT-4
task_Server3_train_0_364,1,req_1218095,GPT-4
task_Server3_train_0_364,2,req_177997,ChatGPT
task_Server3_train_0_364,3,req_440830,ChatGPT
task_Server3_train_0_364,4,req_432402,GPT-4v
task_Server3_train_0_365,0,req_439938,ChatGPT
task_Server3_train_0_365,1,req_811298,ChatGPT
task_Server3_train_0_365,2,req_874650,GPT-4
task_Server3_train_0_365,3,req_1052483,ChatGPT
task_Server3_train_0_365,4,req_400882,GPT-4v
task_Server3_train_0_366,0,req_7731,GPT-4
task_Server3_train_0_366,1,req_1290469,ChatGPT
task_Server3_train_0_366,2,req_543704,GPT-4
task_Server3_train_0_366,3,req_60121,GPT-4v
task_Server3_train_0_366,4,req_1181484,ChatGPT
task_Server3_train_0_367,0,req_941340,ChatGPT
task_Server3_train_0_367,1,req_136693,ChatGPT
task_Server3_train_0_367,2,req_182209,GPT-4v
task_Server3_train_0_367,3,req_1026381,GPT-4v
task_Server3_train_0_367,4,req_120036,ChatGPT
task_Server3_train_0_368,0,req_994455,ChatGPT
task_Server3_train_0_368,1,req_1102982,GPT-4
task_Server3_train_0_368,2,req_844722,GPT-4
task_Server3_train_0_368,3,req_1190464,GPT-4v
task_Server3_train_0_368,4,req_350273,GPT-4v
task_Server3_train_0_369,0,req_1413754,ChatGPT
task_Server3_train_0_369,1,req_843652,GPT-4
task_Server3_train_0_369,2,req_137221,GPT-4v
task_Server3_train_0_369,3,req_493637,ChatGPT
task_Server3_train_0_369,4,req_52809,ChatGPT
task_Server3_train_0_370,0,req_825765,GPT-4
task_Server3_train_0_370,1,req_1030558,ChatGPT
task_Server3_train_0_370,2,req_576538,ChatGPT
task_Server3_train_0_370,3,req_534458,GPT-4v
task_Server3_train_0_370,4,req_1403773,ChatGPT
task_Server3_train_0_371,0,req_362954,GPT-4
task_Server3_train_0_371,1,req_151621,ChatGPT
task_Server3_train_0_371,2,req_266897,GPT-4v
task_Server3_train_0_371,3,req_729238,ChatGPT
task_Server3_train_0_371,4,req_737530,GPT-4v
task_Server3_train_0_372,0,req_203365,ChatGPT
task_Server3_train_0_372,1,req_594600,ChatGPT
task_Server3_train_0_372,2,req_1049259,GPT-4
task_Server3_train_0_372,3,req_1216255,GPT-4v
task_Server3_train_0_372,4,req_1360949,GPT-4v
task_Server3_train_0_373,0,req_1094282,GPT-4
task_Server3_train_0_373,1,req_321507,ChatGPT
task_Server3_train_0_373,2,req_1001371,ChatGPT
task_Server3_train_0_373,3,req_1421919,ChatGPT
task_Server3_train_0_373,4,req_555970,ChatGPT
task_Server3_train_0_374,0,req_872920,GPT-4
task_Server3_train_0_374,1,req_1064925,GPT-4
task_Server3_train_0_374,2,req_331102,ChatGPT
task_Server3_train_0_374,3,req_1315792,GPT-4v
task_Server3_train_0_374,4,req_598766,ChatGPT
task_Server3_train_0_375,0,req_611059,ChatGPT
task_Server3_train_0_375,1,req_846063,GPT-4
task_Server3_train_0_375,2,req_754603,ChatGPT
task_Server3_train_0_375,3,req_607803,ChatGPT
task_Server3_train_0_375,4,req_851540,ChatGPT
task_Server3_train_0_376,0,req_1217342,GPT-4
task_Server3_train_0_376,1,req_1027334,GPT-4
task_Server3_train_0_376,2,req_846243,ChatGPT
task_Server3_train_0_376,3,req_604122,GPT-4
task_Server3_train_0_376,4,req_307485,GPT-4v
task_Server3_train_0_377,0,req_1106211,ChatGPT
task_Server3_train_0_377,1,req_885747,GPT-4
task_Server3_train_0_377,2,req_1017603,GPT-4
task_Server3_train_0_377,3,req_746731,GPT-4
task_Server3_train_0_377,4,req_1022543,GPT-4v
task_Server3_train_0_378,0,req_1105165,ChatGPT
task_Server3_train_0_378,1,req_1348414,GPT-4
task_Server3_train_0_378,2,req_42663,ChatGPT
task_Server3_train_0_378,3,req_306258,GPT-4v
task_Server3_train_0_378,4,req_117400,GPT-4v
task_Server3_train_0_379,0,req_1141972,GPT-4
task_Server3_train_0_379,1,req_735995,ChatGPT
task_Server3_train_0_379,2,req_503230,ChatGPT
task_Server3_train_0_379,3,req_1173739,GPT-4
task_Server3_train_0_379,4,req_29016,ChatGPT
task_Server3_train_0_380,0,req_435408,GPT-4
task_Server3_train_0_380,1,req_1145903,GPT-4
task_Server3_train_0_380,2,req_130181,ChatGPT
task_Server3_train_0_380,3,req_202192,ChatGPT
task_Server3_train_0_380,4,req_123904,GPT-4v
task_Server3_train_0_381,0,req_512556,GPT-4
task_Server3_train_0_381,1,req_215853,ChatGPT
task_Server3_train_0_381,2,req_417597,GPT-4v
task_Server3_train_0_381,3,req_1003508,ChatGPT
task_Server3_train_0_381,4,req_157955,ChatGPT
task_Server3_train_0_382,0,req_4868,GPT-4
task_Server3_train_0_382,1,req_595472,ChatGPT
task_Server3_train_0_382,2,req_796186,GPT-4v
task_Server3_train_0_382,3,req_1183145,GPT-4v
task_Server3_train_0_382,4,req_181297,GPT-4v
task_Server3_train_0_383,0,req_1019692,GPT-4
task_Server3_train_0_383,1,req_458694,GPT-4
task_Server3_train_0_383,2,req_1210224,GPT-4
task_Server3_train_0_383,3,req_706885,GPT-4
task_Server3_train_0_383,4,req_944608,GPT-4v
task_Server3_train_0_384,0,req_720346,ChatGPT
task_Server3_train_0_384,1,req_1024446,GPT-4
task_Server3_train_0_384,2,req_740570,ChatGPT
task_Server3_train_0_384,3,req_1227080,GPT-4
task_Server3_train_0_384,4,req_406840,GPT-4v
task_Server3_train_0_385,0,req_888385,ChatGPT
task_Server3_train_0_385,1,req_177359,ChatGPT
task_Server3_train_0_385,2,req_588128,GPT-4
task_Server3_train_0_385,3,req_886799,GPT-4
task_Server3_train_0_385,4,req_793422,GPT-4v
task_Server3_train_0_386,0,req_1173577,GPT-4
task_Server3_train_0_386,1,req_267423,GPT-4
task_Server3_train_0_386,2,req_755787,GPT-4
task_Server3_train_0_386,3,req_907377,ChatGPT
task_Server3_train_0_386,4,req_568168,ChatGPT
task_Server3_train_0_387,0,req_11137,GPT-4
task_Server3_train_0_387,1,req_154181,ChatGPT
task_Server3_train_0_387,2,req_780688,GPT-4v
task_Server3_train_0_387,3,req_595807,ChatGPT
task_Server3_train_0_387,4,req_378816,GPT-4v
task_Server3_train_0_388,0,req_534016,GPT-4
task_Server3_train_0_388,1,req_698541,GPT-4
task_Server3_train_0_388,2,req_353837,ChatGPT
task_Server3_train_0_388,3,req_838184,GPT-4
task_Server3_train_0_388,4,req_972456,ChatGPT
task_Server3_train_0_389,0,req_325036,ChatGPT
task_Server3_train_0_389,1,req_789373,ChatGPT
task_Server3_train_0_389,2,req_922781,ChatGPT
task_Server3_train_0_389,3,req_788304,ChatGPT
task_Server3_train_0_389,4,req_346891,GPT-4v
task_Server3_train_0_390,0,req_581819,ChatGPT
task_Server3_train_0_390,1,req_1078322,GPT-4
task_Server3_train_0_390,2,req_715573,ChatGPT
task_Server3_train_0_390,3,req_398893,ChatGPT
task_Server3_train_0_390,4,req_649585,GPT-4v
task_Server3_train_0_391,0,req_1276890,ChatGPT
task_Server3_train_0_391,1,req_1052436,GPT-4
task_Server3_train_0_391,2,req_623473,GPT-4
task_Server3_train_0_391,3,req_1306677,ChatGPT
task_Server3_train_0_391,4,req_146197,ChatGPT
task_Server3_train_0_392,0,req_1072406,GPT-4
task_Server3_train_0_392,1,req_722992,ChatGPT
task_Server3_train_0_392,2,req_79572,ChatGPT
task_Server3_train_0_392,3,req_482038,ChatGPT
task_Server3_train_0_392,4,req_820259,ChatGPT
task_Server3_train_0_393,0,req_904297,ChatGPT
task_Server3_train_0_393,1,req_525536,ChatGPT
task_Server3_train_0_393,2,req_254051,ChatGPT
task_Server3_train_0_393,3,req_276765,ChatGPT
task_Server3_train_0_393,4,req_130339,ChatGPT
task_Server3_train_0_394,0,req_1028245,GPT-4
task_Server3_train_0_394,1,req_874093,GPT-4
task_Server3_train_0_394,2,req_980882,ChatGPT
task_Server3_train_0_394,3,req_862023,GPT-4
task_Server3_train_0_394,4,req_1357441,ChatGPT
task_Server3_train_0_395,0,req_605945,ChatGPT
task_Server3_train_0_395,1,req_731398,GPT-4v
task_Server3_train_0_395,2,req_977756,GPT-4v
task_Server3_train_0_395,3,req_546627,GPT-4v
task_Server3_train_0_395,4,req_994753,GPT-4v
task_Server3_train_0_396,0,req_627485,GPT-4
task_Server3_train_0_396,1,req_890275,ChatGPT
task_Server3_train_0_396,2,req_133165,ChatGPT
task_Server3_train_0_396,3,req_1362311,ChatGPT
task_Server3_train_0_396,4,req_1031479,GPT-4v
task_Server3_train_0_397,0,req_565691,ChatGPT
task_Server3_train_0_397,1,req_124315,ChatGPT
task_Server3_train_0_397,2,req_477011,GPT-4
task_Server3_train_0_397,3,req_1280849,GPT-4v
task_Server3_train_0_397,4,req_591697,GPT-4v
task_Server3_train_0_398,0,req_105068,ChatGPT
task_Server3_train_0_398,1,req_1266747,ChatGPT
task_Server3_train_0_398,2,req_62784,GPT-4v
task_Server3_train_0_398,3,req_330052,ChatGPT
task_Server3_train_0_398,4,req_938505,GPT-4v
task_Server3_train_0_399,0,req_813542,ChatGPT
task_Server3_train_0_399,1,req_564222,GPT-4
task_Server3_train_0_399,2,req_663967,ChatGPT
task_Server3_train_0_399,3,req_679955,GPT-4
task_Server3_train_0_399,4,req_514299,ChatGPT
task_Server3_train_0_400,0,req_704122,GPT-4
task_Server3_train_0_400,1,req_949396,ChatGPT
task_Server3_train_0_400,2,req_512285,ChatGPT
task_Server3_train_0_400,3,req_1190665,GPT-4v
task_Server3_train_0_400,4,req_107184,ChatGPT
task_Server3_train_0_401,0,req_1318658,GPT-4
task_Server3_train_0_401,1,req_769891,GPT-4
task_Server3_train_0_401,2,req_1186123,GPT-4v
task_Server3_train_0_401,3,req_456632,ChatGPT
task_Server3_train_0_401,4,req_1113308,GPT-4v
task_Server3_train_0_402,0,req_1145213,GPT-4
task_Server3_train_0_402,1,req_1221733,GPT-4
task_Server3_train_0_402,2,req_656276,GPT-4
task_Server3_train_0_402,3,req_847291,ChatGPT
task_Server3_train_0_402,4,req_1250663,ChatGPT
task_Server3_train_0_403,0,req_842257,GPT-4
task_Server3_train_0_403,1,req_606839,ChatGPT
task_Server3_train_0_403,2,req_762743,GPT-4
task_Server3_train_0_403,3,req_293620,ChatGPT
task_Server3_train_0_403,4,req_1009173,ChatGPT
task_Server3_train_0_404,0,req_870314,GPT-4
task_Server3_train_0_404,1,req_512786,ChatGPT
task_Server3_train_0_404,2,req_513390,GPT-4
task_Server3_train_0_404,3,req_1297189,ChatGPT
task_Server3_train_0_404,4,req_236146,GPT-4v
task_Server3_train_0_405,0,req_177400,ChatGPT
task_Server3_train_0_405,1,req_938745,ChatGPT
task_Server3_train_0_405,2,req_1341419,GPT-4
task_Server3_train_0_405,3,req_216825,GPT-4v
task_Server3_train_0_405,4,req_264909,ChatGPT
task_Server3_train_0_406,0,req_900978,ChatGPT
task_Server3_train_0_406,1,req_1098548,GPT-4
task_Server3_train_0_406,2,req_1340413,ChatGPT
task_Server3_train_0_406,3,req_1020541,GPT-4
task_Server3_train_0_406,4,req_487214,GPT-4v
task_Server3_train_0_407,0,req_888081,GPT-4
task_Server3_train_0_407,1,req_417115,GPT-4
task_Server3_train_0_407,2,req_1347894,GPT-4
task_Server3_train_0_407,3,req_231072,GPT-4v
task_Server3_train_0_407,4,req_576668,ChatGPT
task_Server3_train_0_408,0,req_818266,ChatGPT
task_Server3_train_0_408,1,req_1080941,GPT-4
task_Server3_train_0_408,2,req_213948,GPT-4v
task_Server3_train_0_408,3,req_69497,GPT-4v
task_Server3_train_0_408,4,req_69483,GPT-4v
task_Server3_train_0_409,0,req_687217,GPT-4
task_Server3_train_0_409,1,req_330521,ChatGPT
task_Server3_train_0_409,2,req_933492,GPT-4v
task_Server3_train_0_409,3,req_147443,ChatGPT
task_Server3_train_0_409,4,req_781849,ChatGPT
task_Server3_train_0_410,0,req_1210718,GPT-4
task_Server3_train_0_410,1,req_646571,ChatGPT
task_Server3_train_0_410,2,req_455751,ChatGPT
task_Server3_train_0_410,3,req_395998,GPT-4v
task_Server3_train_0_410,4,req_121490,ChatGPT
task_Server3_train_0_411,0,req_692835,GPT-4
task_Server3_train_0_411,1,req_171468,GPT-4v
task_Server3_train_0_411,2,req_1085833,GPT-4v
task_Server3_train_0_411,3,req_943288,GPT-4v
task_Server3_train_0_411,4,req_937490,ChatGPT
task_Server3_train_0_412,0,req_959509,ChatGPT
task_Server3_train_0_412,1,req_1187926,ChatGPT
task_Server3_train_0_412,2,req_1004724,GPT-4
task_Server3_train_0_412,3,req_1310481,GPT-4
task_Server3_train_0_412,4,req_596012,GPT-4v
task_Server3_train_0_413,0,req_39220,ChatGPT
task_Server3_train_0_413,1,req_589529,ChatGPT
task_Server3_train_0_413,2,req_897718,GPT-4v
task_Server3_train_0_413,3,req_707519,ChatGPT
task_Server3_train_0_413,4,req_813532,GPT-4v
task_Server3_train_0_414,0,req_629348,ChatGPT
task_Server3_train_0_414,1,req_1021785,ChatGPT
task_Server3_train_0_414,2,req_1318738,GPT-4
task_Server3_train_0_414,3,req_1077738,ChatGPT
task_Server3_train_0_414,4,req_28830,GPT-4v
task_Server3_train_0_415,0,req_649881,ChatGPT
task_Server3_train_0_415,1,req_977347,ChatGPT
task_Server3_train_0_415,2,req_1097946,GPT-4
task_Server3_train_0_415,3,req_1419593,ChatGPT
task_Server3_train_0_415,4,req_1374460,ChatGPT
task_Server3_train_0_416,0,req_23690,GPT-4
task_Server3_train_0_416,1,req_548757,GPT-4
task_Server3_train_0_416,2,req_452100,ChatGPT
task_Server3_train_0_416,3,req_370603,ChatGPT
task_Server3_train_0_416,4,req_41660,ChatGPT
task_Server3_train_0_417,0,req_689722,GPT-4
task_Server3_train_0_417,1,req_274820,GPT-4v
task_Server3_train_0_417,2,req_632256,ChatGPT
task_Server3_train_0_417,3,req_177091,ChatGPT
task_Server3_train_0_417,4,req_805778,ChatGPT
task_Server3_train_0_418,0,req_1149155,GPT-4
task_Server3_train_0_418,1,req_1147702,GPT-4
task_Server3_train_0_418,2,req_193103,ChatGPT
task_Server3_train_0_418,3,req_532616,GPT-4
task_Server3_train_0_418,4,req_668253,GPT-4v
task_Server3_train_0_419,0,req_494922,ChatGPT
task_Server3_train_0_419,1,req_374815,ChatGPT
task_Server3_train_0_419,2,req_753338,ChatGPT
task_Server3_train_0_419,3,req_1235578,GPT-4v
task_Server3_train_0_419,4,req_516571,GPT-4v
task_Server3_train_0_420,0,req_213666,ChatGPT
task_Server3_train_0_420,1,req_232046,GPT-4v
task_Server3_train_0_420,2,req_247710,GPT-4v
task_Server3_train_0_420,3,req_1053057,ChatGPT
task_Server3_train_0_420,4,req_213105,ChatGPT
task_Server3_train_0_421,0,req_833452,ChatGPT
task_Server3_train_0_421,1,req_741957,GPT-4
task_Server3_train_0_421,2,req_1063128,GPT-4
task_Server3_train_0_421,3,req_1343700,ChatGPT
task_Server3_train_0_421,4,req_822242,GPT-4v
task_Server3_train_0_422,0,req_711052,ChatGPT
task_Server3_train_0_422,1,req_530905,ChatGPT
task_Server3_train_0_422,2,req_493639,ChatGPT
task_Server3_train_0_422,3,req_722938,ChatGPT
task_Server3_train_0_422,4,req_915818,GPT-4v
task_Server3_train_0_423,0,req_1421369,ChatGPT
task_Server3_train_0_423,1,req_23761,GPT-4
task_Server3_train_0_423,2,req_461677,ChatGPT
task_Server3_train_0_423,3,req_1268944,GPT-4v
task_Server3_train_0_423,4,req_736291,GPT-4v
task_Server3_train_0_424,0,req_1070999,ChatGPT
task_Server3_train_0_424,1,req_1209207,GPT-4
task_Server3_train_0_424,2,req_960064,ChatGPT
task_Server3_train_0_424,3,req_488403,ChatGPT
task_Server3_train_0_424,4,req_519577,ChatGPT
task_Server3_train_0_425,0,req_768262,GPT-4
task_Server3_train_0_425,1,req_1101422,GPT-4
task_Server3_train_0_425,2,req_1309245,ChatGPT
task_Server3_train_0_425,3,req_378682,ChatGPT
task_Server3_train_0_425,4,req_1423247,GPT-4v
task_Server3_train_0_426,0,req_1277458,ChatGPT
task_Server3_train_0_426,1,req_543274,ChatGPT
task_Server3_train_0_426,2,req_635612,GPT-4
task_Server3_train_0_426,3,req_402925,ChatGPT
task_Server3_train_0_426,4,req_77043,ChatGPT
task_Server3_train_0_427,0,req_965218,ChatGPT
task_Server3_train_0_427,1,req_843915,GPT-4
task_Server3_train_0_427,2,req_1141236,ChatGPT
task_Server3_train_0_427,3,req_1330884,ChatGPT
task_Server3_train_0_427,4,req_1259483,ChatGPT
task_Server3_train_0_428,0,req_1342133,GPT-4
task_Server3_train_0_428,1,req_1106806,ChatGPT
task_Server3_train_0_428,2,req_929280,ChatGPT
task_Server3_train_0_428,3,req_1003701,ChatGPT
task_Server3_train_0_428,4,req_465214,ChatGPT
task_Server3_train_0_429,0,req_897019,ChatGPT
task_Server3_train_0_429,1,req_988134,GPT-4v
task_Server3_train_0_429,2,req_601715,GPT-4v
task_Server3_train_0_429,3,req_937287,GPT-4v
task_Server3_train_0_429,4,req_1003821,GPT-4v
task_Server3_train_0_430,0,req_416744,GPT-4
task_Server3_train_0_430,1,req_354535,GPT-4v
task_Server3_train_0_430,2,req_1378297,GPT-4v
task_Server3_train_0_430,3,req_444895,ChatGPT
task_Server3_train_0_430,4,req_1393568,ChatGPT
task_Server3_train_0_431,0,req_1288245,GPT-4
task_Server3_train_0_431,1,req_416604,GPT-4
task_Server3_train_0_431,2,req_627469,GPT-4
task_Server3_train_0_431,3,req_781725,GPT-4v
task_Server3_train_0_431,4,req_1359860,ChatGPT
task_Server3_train_0_432,0,req_1288972,ChatGPT
task_Server3_train_0_432,1,req_958875,ChatGPT
task_Server3_train_0_432,2,req_546222,GPT-4
task_Server3_train_0_432,3,req_568173,GPT-4v
task_Server3_train_0_432,4,req_883207,ChatGPT
task_Server3_train_0_433,0,req_1295640,GPT-4
task_Server3_train_0_433,1,req_844901,GPT-4
task_Server3_train_0_433,2,req_2132,ChatGPT
task_Server3_train_0_433,3,req_108872,ChatGPT
task_Server3_train_0_433,4,req_910335,ChatGPT
task_Server3_train_0_434,0,req_684679,GPT-4
task_Server3_train_0_434,1,req_51913,ChatGPT
task_Server3_train_0_434,2,req_1425423,ChatGPT
task_Server3_train_0_434,3,req_693448,GPT-4
task_Server3_train_0_434,4,req_489426,GPT-4v
task_Server3_train_0_435,0,req_364430,GPT-4
task_Server3_train_0_435,1,req_1013649,ChatGPT
task_Server3_train_0_435,2,req_1262360,GPT-4v
task_Server3_train_0_435,3,req_690799,ChatGPT
task_Server3_train_0_435,4,req_661202,ChatGPT
task_Server3_train_0_436,0,req_18274,GPT-4
task_Server3_train_0_436,1,req_527034,ChatGPT
task_Server3_train_0_436,2,req_885320,ChatGPT
task_Server3_train_0_436,3,req_481439,GPT-4
task_Server3_train_0_436,4,req_1069944,GPT-4v
task_Server3_train_0_437,0,req_883034,ChatGPT
task_Server3_train_0_437,1,req_152600,ChatGPT
task_Server3_train_0_437,2,req_693555,GPT-4
task_Server3_train_0_437,3,req_543985,ChatGPT
task_Server3_train_0_437,4,req_1425886,GPT-4v
task_Server3_train_0_438,0,req_485609,ChatGPT
task_Server3_train_0_438,1,req_673289,ChatGPT
task_Server3_train_0_438,2,req_860005,GPT-4
task_Server3_train_0_438,3,req_1310049,GPT-4v
task_Server3_train_0_438,4,req_258499,ChatGPT
task_Server3_train_0_439,0,req_744426,GPT-4
task_Server3_train_0_439,1,req_830601,ChatGPT
task_Server3_train_0_439,2,req_856057,ChatGPT
task_Server3_train_0_439,3,req_898986,ChatGPT
task_Server3_train_0_439,4,req_1279772,ChatGPT
task_Server3_train_0_440,0,req_371813,ChatGPT
task_Server3_train_0_440,1,req_1253967,GPT-4v
task_Server3_train_0_440,2,req_1392888,GPT-4v
task_Server3_train_0_440,3,req_341846,ChatGPT
